id_venda,data_venda,produto,categoria,quantidade,preco_unitario,forma_pagamento,loja
6271,21-10-2025,Café Torrado 500g,Alimentos,2,"14,64",Cartão de Débito,Matriz - Recife
3665,03/02/2025,Amendoim Torrado,ALIMENTOS,1,"151,60",Dinheiro,Matriz - Recife
523,2024-03-21,Bermuda Jeans,VESTUÁRIO,1,"27,83",pix,Matriz - Recife
7153,23-12-2025,Barra de Cereal,Alimentos,2,"139,11",Cartão de Crédito,Matriz - Recife
1090,21-05-2024,Chinelo de Dedo,Vestuário,2,"132,76",Cartão de Crédito,Matriz - Recife
25,2024-01-05,Marcador de Texto,PAPELARIA,3,"91,22",Cartão de Crédito,Matriz - Recife
1947,11/08/2024,Estojo Simples,Papelaria,5,"166,54",Dinheiro,Matriz - Recife
3225,2024-12-17,Suco de Caju 1L,Alimentos,1,"161,47",pix,Matriz - Recife
5818,2025-08-31,água de coco 500ml,Alimentos,2,"63,29",PIX,Matriz - Recife
2667,2024-11-02,meia esportiva,Vestuário,2,"14,61",Cartão de Crédito,Matriz - Recife
4923,06-06-2025,Escova de Limpeza,Casa e Utilidades,5,"207,82",Cartão de Débito,Matriz - Recife
3737,13/02/2025,Biscoito Recheado,ALIMENTOS,1,"55,01",PIX,Matriz - Recife
4903,2025-06-04,Fone de Ouvido Bluetooth,,1,"166,38",Cartão de Débito,Matriz - Recife
4586,2025-05-12,Porta Sabonete,Casa e Utilidades,1,"142,35",Pix,Matriz - Recife
4844,2025-05-31,suco de caju 1l,Alimentos,3,"167,56",Cartão de Débito,Matriz - Recife
3490,2025-01-08,Bermuda Jeans,,1,"30,11",Cartão de Débito,Matriz - Recife
4849,31/05/2025,Caderno Universitário,Papelaria,1,"210,48",Cartão de Crédito,Matriz - Recife
3046,02-12-2024,Organizador de Gaveta,Casa e Utilidades,2,"29,24",Dinheiro,Matriz - Recife
7074,16-12-2025,Água de Coco 500ml,ALIMENTOS,1,"65,35",Cartão de Débito,Matriz - Recife
397,2024-03-08,Caneta Esferográfica,Papelaria,1,"9,45",Cartão de Crédito,Matriz - Recife
7277,30-12-2025,meia esportiva,Vestuário,1,"15,69",Dinheiro,Matriz - Recife
6136,06/10/2025,Power Bank 10000mAh,ELETRÔNICOS,1,"174,86",Dinheiro,Matriz - Recife
3867,03-03-2025,Marcador de Texto,Papelaria,2,"91,35",pix,Matriz - Recife
4957,2025-06-08,Café Torrado 500g,Alimentos,1,"14,49",Cartão de Crédito,Matriz - Recife
5665,2025-08-15,Estojo Simples,Papelaria,2,"171,18",pix,Matriz - Recife
4269,11/04/2025,Fone de Ouvido Bluetooth,Eletrônicos,4,"150,98",Pix,Matriz - Recife
4421,29/04/2025,Porta Sabonete,Casa e Utilidades,1,"149,64",Dinheiro,Matriz - Recife
1914,07/08/2024,Bermuda Jeans,Vestuário,1,"26,90",Cartão de Crédito,Matriz - Recife
23,05-01-2024,Boné Aba Reta,Vestuário,1,"103,19",PIX,Matriz - Recife
2531,16-10-2024,marcador de texto,Papelaria,1,"91,18",,Matriz - Recife
154,27-01-2024,Barra de Cereal,ALIMENTOS,3,"136,93",PIX,Matriz - Recife
5878,06/09/2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"256,23",Cartão de Débito,Matriz - Recife
4512,2025-05-05,Mochila Escolar,Papelaria,1,"194,94",Dinheiro,Matriz - Recife
4268,2025-04-11,Biscoito Recheado,ALIMENTOS,3,"56,48",Cartão de Crédito,Matriz - Recife
2316,24-09-2024,Fone de Ouvido Bluetooth,Eletrônicos,1,"152,45",Dinheiro,Matriz - Recife
4717,24-05-2025,Fone de Ouvido Bluetooth,Eletrônicos,5,"164,91",Dinheiro,Matriz - Recife
4049,2025-03-21,Água de Coco 500ml,Alimentos,5,"64,86",pix,Matriz - Recife
4474,03/05/2025,Porta Sabonete,Casa e Utilidades,1,"146,44",pix,Matriz - Recife
2366,29/09/2024,Cola Bastão,Papelaria,1,"47,45",pix,Matriz - Recife
974,2024-05-10,Porta Sabonete,CASA E UTILIDADES,1,"146,64",Pix,Matriz - Recife
6287,2025-10-22,Camiseta Básica,,4,"233,10",Dinheiro,Matriz - Recife
6791,27/11/2025,Cola Bastão,Papelaria,3,"46,08",Cartão de Crédito,Matriz - Recife
2897,2024-11-20,amendoim torrado,Alimentos,2,"154,70",PIX,Matriz - Recife
1345,11-06-2024,Kit Panelas Antiaderente,CASA E UTILIDADES,4,"255,57",Cartão de Débito,Matriz - Recife
2003,2024-08-19,Estojo Simples,Papelaria,1,"177,41",Cartão de Débito,Matriz - Recife
5254,03-07-2025,Café Torrado 500g,Alimentos,2,"13,48",Dinheiro,Matriz - Recife
3404,29/12/2024,mouse sem fio,ELETRÔNICOS,1,"176,26",Cartão de Crédito,Matriz - Recife
87,15-01-2024,Jogo de Toalhas,Casa e Utilidades,1,"87,61",Pix,Matriz - Recife
7276,30/12/2025,Vela Aromática,Casa e Utilidades,-1,"31,91",Cartão de Débito,Matriz - Recife
1746,19-07-2024,Meia Esportiva,Vestuário,1,"15,02",Dinheiro,Matriz - Recife
5777,27-08-2025,Kit Panelas Antiaderente,CASA E UTILIDADES,1,"247,12",pix,Matriz - Recife
4818,29-05-2025,Meia Esportiva,,2,"14,40",Cartão de Débito,Matriz - Recife
1370,13-06-2024,Marcador de Texto,Papelaria,2,"88,55",PIX,Matriz - Recife
233,10-02-2024,Chinelo de Dedo,Vestuário,5,"122,85",Cartão de Débito,Matriz - Recife
277,16/02/2024,Fone de Ouvido Bluetooth,Eletrônicos,2,"170,76",pix,Matriz - Recife
6188,12/10/2025,Caneta Esferográfica,Papelaria,1,"9,77",Pix,Matriz - Recife
2428,2024-10-06,Água de Coco 500ml,Alimentos,1,"65,53",Pix,Matriz - Recife
7123,20-12-2025,cola bastão,PAPELARIA,3,"47,06",pix,Matriz - Recife
1837,30/07/2024,Organizador de Gaveta,Casa e Utilidades,2,"30,07",Cartão de Débito,Matriz - Recife
7168,23/12/2025,Caneta Esferográfica,Papelaria,2,"10,18",pix,Matriz - Recife
1700,14-07-2024,Biscoito Recheado,ALIMENTOS,1,"56,85",Cartão de Crédito,Matriz - Recife
453,14/03/2024,Café Torrado 500g,Alimentos,1,"13,96",Dinheiro,Matriz - Recife
4800,29/05/2025,organizador de gaveta,Casa e Utilidades,2,"31,79",pix,Matriz - Recife
7202,2025-12-25,Bermuda Jeans,Vestuário,3,"28,83",pix,Matriz - Recife
6135,06/10/2025,Amendoim Torrado,Alimentos,1,"147,11",Dinheiro,Matriz - Recife
7020,14-12-2025,Boné Aba Reta,Vestuário,3,"115,70",PIX,Matriz - Recife
4426,30/04/2025,Água de Coco 500ml,Alimentos,-4,"61,17",Dinheiro,Matriz - Recife
1944,11/08/2024,Power Bank 10000mAh,Eletrônicos,2,"172,30",,Matriz - Recife
1343,11-06-2024,Cola Bastão,Papelaria,1,"47,19",pix,Matriz - Recife
5167,2025-06-26,Meia Esportiva,Vestuário,3,"15,70",pix,Matriz - Recife
7111,19-12-2025,Escova de Limpeza,Casa e Utilidades,3,"201,97",PIX,Matriz - Recife
3472,2025-01-06,Power Bank 10000mAh,Eletrônicos,3,"187,03",Cartão de Crédito,Matriz - Recife
725,2024-04-16,mouse sem fio,Eletrônicos,-1,"169,67",PIX,Matriz - Recife
2662,02/11/2024,Água de Coco 500ml,Alimentos,1,"60,58",Pix,Matriz - Recife
1571,2024-06-30,Organizador de Gaveta,Casa e Utilidades,1,"30,88",Dinheiro,Matriz - Recife
6295,23-10-2025,Cabo HDMI,Eletrônicos,2,"62,83",Dinheiro,Matriz - Recife
1407,17-06-2024,Biscoito Recheado,Alimentos,4,"55,16",Cartão de Débito,Matriz - Recife
6527,2025-11-09,Porta Sabonete,Casa e Utilidades,3,"161,08",Cartão de Débito,Matriz - Recife
6827,30/11/2025,Jogo de Toalhas,Casa e Utilidades,2,"89,37",Cartão de Débito,Matriz - Recife
2135,03-09-2024,cola bastão,Papelaria,-1,"43,01",Cartão de Débito,Matriz - Recife
5601,2025-08-09,Estojo Simples,PAPELARIA,2,"170,24",Cartão de Débito,Matriz - Recife
5092,20-06-2025,bermuda jeans,Vestuário,2,"27,66",Dinheiro,Matriz - Recife
2229,2024-09-14,Caderno Universitário,Papelaria,2,"190,21",PIX,Matriz - Recife
5890,08-09-2025,Marcador de Texto,Papelaria,3,"83,19",Dinheiro,Matriz - Recife
5707,20/08/2025,Organizador de Gaveta,Casa e Utilidades,3,"30,42",Dinheiro,Matriz - Recife
6032,25-09-2025,Chinelo de Dedo,Vestuário,5,"124,97",Pix,Matriz - Recife
1804,26-07-2024,Caneta Esferográfica,Papelaria,1,"9,92",PIX,Matriz - Recife
3123,2024-12-09,escova de limpeza,Casa e Utilidades,1,"226,28",PIX,Matriz - Recife
5114,2025-06-21,Meia Esportiva,VESTUÁRIO,1,"15,85",Cartão de Crédito,Matriz - Recife
1812,2024-07-27,Fone de Ouvido Bluetooth,Eletrônicos,1,"157,19",pix,Matriz - Recife
5959,2025-09-15,Camiseta Básica,Vestuário,2,"208,36",Cartão de Crédito,Matriz - Recife
504,19-03-2024,Mouse Sem Fio,,2,"171,39",pix,Matriz - Recife
1049,17/05/2024,Jaqueta Corta-Vento,Vestuário,3,"62,03",PIX,Matriz - Recife
2462,09/10/2024,café torrado 500g,Alimentos,4,"14,05",Cartão de Crédito,Matriz - Recife
2688,03/11/2024,Kit Panelas Antiaderente,Casa e Utilidades,2,"246,01",Cartão de Débito,Matriz - Recife
951,2024-05-09,Escova de Limpeza,Casa e Utilidades,3,"196,27",Pix,Matriz - Recife
1325,2024-06-09,Porta Sabonete,Casa e Utilidades,-2,"160,53",PIX,Matriz - Recife
870,01/05/2024,Escova de Limpeza,Casa e Utilidades,1,"212,34",Cartão de Crédito,Matriz - Recife
2794,14/11/2024,Mochila Escolar,Papelaria,1,"192,40",Cartão de Crédito,Matriz - Recife
1915,07-08-2024,Vela Aromática,Casa e Utilidades,2,"30,37",pix,Matriz - Recife
2579,22-10-2024,Vela Aromática,CASA E UTILIDADES,1,"30,55",PIX,Matriz - Recife
2263,2024-09-19,mouse sem fio,Eletrônicos,2,"159,55",Dinheiro,Matriz - Recife
752,2024-04-19,Caixa de Som Portátil,ELETRÔNICOS,5,"70,74",Cartão de Débito,Matriz - Recife
239,11-02-2024,Organizador de Gaveta,Casa e Utilidades,1,"30,92",pix,Matriz - Recife
7241,28/12/2025,Organizador de Gaveta,Casa e Utilidades,1,"31,66",Pix,Matriz - Recife
741,18-04-2024,Jaqueta Corta-Vento,Vestuário,2,"60,83",Dinheiro,Matriz - Recife
3994,2025-03-15,Caderno Universitário,Papelaria,3,"201,19",Pix,Matriz - Recife
5126,22/06/2025,Cola Bastão,Papelaria,2,"47,73",Cartão de Crédito,Matriz - Recife
6505,2025-11-08,Marcador de Texto,Papelaria,1,"91,90",Pix,Matriz - Recife
810,25/04/2024,Meia Esportiva,Vestuário,1,"15,20",PIX,Matriz - Recife
4803,29-05-2025,Amendoim Torrado,Alimentos,5,"152,44",Pix,Matriz - Recife
3987,14-03-2025,Jaqueta Corta-Vento,Vestuário,4,"60,26",Dinheiro,Matriz - Recife
6324,25/10/2025,Água de Coco 500ml,,4,"60,18",Dinheiro,Matriz - Recife
5332,14-07-2025,Estojo Simples,PAPELARIA,2,"166,42",Cartão de Débito,Matriz - Recife
226,2024-02-09,Estojo Simples,Papelaria,2,"180,73",Pix,Matriz - Recife
623,02/04/2024,Caneta Esferográfica,Papelaria,4,"9,91",Pix,Matriz - Recife
2282,2024-09-21,Chinelo de Dedo,Vestuário,1,"131,54",PIX,Matriz - Recife
4464,02-05-2025,power bank 10000mah,Eletrônicos,1,"179,00",Cartão de Débito,Matriz - Recife
4552,09-05-2025,Boné Aba Reta,Vestuário,2,"116,38",Pix,Matriz - Recife
5413,21-07-2025,Meia Esportiva,Vestuário,4,"16,37",PIX,Matriz - Recife
435,11/03/2024,Meia Esportiva,Vestuário,1,"14,36",Cartão de Débito,Matriz - Recife
5880,07-09-2025,Barra de Cereal,Alimentos,4,"144,25",pix,Matriz - Recife
5046,2025-06-16,Caneta Esferográfica,Papelaria,1,"8,90",Cartão de Débito,Matriz - Recife
3696,2025-02-07,Boné Aba Reta,VESTUÁRIO,1,"118,58",Cartão de Débito,Matriz - Recife
7039,2025-12-15,Escova de Limpeza,Casa e Utilidades,2,"222,94",pix,Matriz - Recife
4673,18-05-2025,Mouse Sem Fio,Eletrônicos,1,"179,95",Dinheiro,Matriz - Recife
4714,23-05-2025,Bermuda Jeans,VESTUÁRIO,3,"28,11",Cartão de Débito,Matriz - Recife
2392,2024-10-03,Organizador de Gaveta,Casa e Utilidades,1,"33,57",pix,Matriz - Recife
1380,14-06-2024,Meia Esportiva,Vestuário,3,"14,00",Dinheiro,Matriz - Recife
1196,2024-05-31,Jaqueta Corta-Vento,Vestuário,3,"59,55",Cartão de Débito,Matriz - Recife
5182,27/06/2025,Cabo HDMI,Eletrônicos,4,"57,08",Cartão de Crédito,Matriz - Recife
3728,11-02-2025,Café Torrado 500g,Alimentos,2,"13,73",Dinheiro,Matriz - Recife
5852,03/09/2025,porta sabonete,Casa e Utilidades,2,"164,59",Cartão de Crédito,Matriz - Recife
3279,2024-12-21,Boné Aba Reta,Vestuário,2,"113,17",PIX,Matriz - Recife
1423,19-06-2024,Caixa de Som Portátil,Eletrônicos,1,"78,75",Cartão de Débito,Matriz - Recife
2102,31/08/2024,Barra de Cereal,ALIMENTOS,4,"130,55",pix,Matriz - Recife
3538,19-01-2025,Marcador de Texto,Papelaria,1,"95,46",Dinheiro,Matriz - Recife
6163,2025-10-09,Jaqueta Corta-Vento,VESTUÁRIO,1,"57,73",Dinheiro,Matriz - Recife
5723,2025-08-22,Cola Bastão,PAPELARIA,2,"43,23",Cartão de Débito,Matriz - Recife
6829,2025-11-30,Vela Aromática,Casa e Utilidades,3,"29,41",Cartão de Crédito,Matriz - Recife
5741,24/08/2025,Chinelo de Dedo,Vestuário,3,"125,25",Cartão de Crédito,Matriz - Recife
5416,2025-07-22,Jaqueta Corta-Vento,Vestuário,2,"60,24",Dinheiro,Matriz - Recife
4123,28-03-2025,Mochila Escolar,Papelaria,1,"217,60",Dinheiro,Matriz - Recife
2014,2024-08-20,Meia Esportiva,Vestuário,3,"15,43",PIX,Matriz - Recife
4303,15/04/2025,Estojo Simples,PAPELARIA,1,"164,58",Cartão de Crédito,Matriz - Recife
434,11/03/2024,Power Bank 10000mAh,Eletrônicos,4,"178,05",PIX,Matriz - Recife
7116,19/12/2025,Boné Aba Reta,Vestuário,2,"108,87",Dinheiro,Matriz - Recife
5618,11-08-2025,Amendoim Torrado,ALIMENTOS,-1,"152,75",pix,Matriz - Recife
465,2024-03-15,Café Torrado 500g,Alimentos,2,"14,64",PIX,Matriz - Recife
3832,27-02-2025,Power Bank 10000mAh,Eletrônicos,4,"192,85",Dinheiro,Matriz - Recife
2628,27-10-2024,Boné Aba Reta,,2,"107,12",Pix,Matriz - Recife
4938,07-06-2025,Suco de Caju 1L,Alimentos,4,"176,98",Dinheiro,Matriz - Recife
1250,04-06-2024,mochila escolar,Papelaria,1,"194,19",Dinheiro,Matriz - Recife
2021,21-08-2024,Bermuda Jeans,Vestuário,2,"28,12",Pix,Matriz - Recife
2458,2024-10-08,escova de limpeza,Casa e Utilidades,3,"209,01",Cartão de Débito,Matriz - Recife
6759,25-11-2025,Jogo de Toalhas,Casa e Utilidades,1,"93,68",pix,Matriz - Recife
2859,18/11/2024,Amendoim Torrado,Alimentos,4,"151,10",Cartão de Crédito,Matriz - Recife
7067,16/12/2025,Estojo Simples,,1,"165,74",Dinheiro,Matriz - Recife
6013,2025-09-22,Caneta Esferográfica,Papelaria,4,"9,64",Pix,Matriz - Recife
1725,16/07/2024,Barra de Cereal,ALIMENTOS,2,"138,31",Dinheiro,Matriz - Recife
6857,02-12-2025,Organizador de Gaveta,Casa e Utilidades,2,"30,84",PIX,Matriz - Recife
4775,27/05/2025,Bermuda Jeans,Vestuário,3,"28,35",Cartão de Crédito,Matriz - Recife
2487,2024-10-11,Meia Esportiva,Vestuário,3,"15,09",Pix,Matriz - Recife
3528,17-01-2025,Cola Bastão,Papelaria,3,"47,79",PIX,Matriz - Recife
1709,15/07/2024,Marcador de Texto,Papelaria,4,"88,91",Cartão de Débito,Matriz - Recife
6974,11-12-2025,Cabo HDMI,Eletrônicos,1,"63,97",pix,Matriz - Recife
7051,15/12/2025,Bermuda Jeans,VESTUÁRIO,3,"29,58",Dinheiro,Matriz - Recife
217,2024-02-08,Boné Aba Reta,Vestuário,1,"107,88",Cartão de Débito,Matriz - Recife
2393,03-10-2024,Vela Aromática,Casa e Utilidades,1,"29,24",Cartão de Débito,Matriz - Recife
715,2024-04-15,Chinelo de Dedo,VESTUÁRIO,1,"124,95",Cartão de Débito,Matriz - Recife
4397,28/04/2025,jogo de toalhas,Casa e Utilidades,1,"90,22",Cartão de Crédito,Matriz - Recife
2409,04-10-2024,carregador usb-c,Eletrônicos,2,"13,47",Cartão de Crédito,Matriz - Recife
4934,2025-06-06,Cola Bastão,Papelaria,2,"42,10",Dinheiro,Matriz - Recife
4126,2025-03-28,Jaqueta Corta-Vento,,3,"61,07",PIX,Matriz - Recife
2679,02-11-2024,Camiseta Básica,Vestuário,4,"237,31",Cartão de Débito,Matriz - Recife
4917,05/06/2025,Mochila Escolar,Papelaria,1,"200,89",Dinheiro,Matriz - Recife
6686,20-11-2025,Vela Aromática,Casa e Utilidades,1,"28,48",Dinheiro,Matriz - Recife
2927,24-11-2024,Kit Panelas Antiaderente,Casa e Utilidades,1,"235,26",Cartão de Crédito,Matriz - Recife
6014,22-09-2025,Água de Coco 500ml,Alimentos,3,"62,18",Dinheiro,Matriz - Recife
6036,26-09-2025,Fone de Ouvido Bluetooth,ELETRÔNICOS,3,"150,31",Dinheiro,Matriz - Recife
5504,2025-07-31,Barra de Cereal,ALIMENTOS,1,"142,77",Cartão de Débito,Matriz - Recife
1229,2024-06-02,Caderno Universitário,Papelaria,4,"213,03",Cartão de Débito,Matriz - Recife
210,06-02-2024,Caderno Universitário,Papelaria,1,"196,01",Cartão de Crédito,Matriz - Recife
2837,2024-11-16,jogo de toalhas,CASA E UTILIDADES,2,"89,03",Cartão de Crédito,Matriz - Recife
1811,27/07/2024,Porta Sabonete,Casa e Utilidades,5,"147,97",Dinheiro,Matriz - Recife
2020,21-08-2024,Caixa de Som Portátil,Eletrônicos,2,"73,29",Pix,Matriz - Recife
1978,15-08-2024,água de coco 500ml,Alimentos,-3,"58,97",Cartão de Crédito,Matriz - Recife
2555,19/10/2024,Biscoito Recheado,Alimentos,5,"57,71",PIX,Matriz - Recife
990,12-05-2024,Vela Aromática,Casa e Utilidades,5,"28,95",PIX,Matriz - Recife
2530,2024-10-16,Marcador de Texto,Papelaria,1,"96,94",Dinheiro,Matriz - Recife
6839,30-11-2025,Marcador de Texto,Papelaria,1,"92,71",Cartão de Crédito,Matriz - Recife
6626,2025-11-17,Caderno Universitário,Papelaria,1,"198,20",Dinheiro,Matriz - Recife
2076,27/08/2024,Camiseta Básica,VESTUÁRIO,1,"213,07",pix,Matriz - Recife
7149,23/12/2025,Cola Bastão,Papelaria,1,"42,99",pix,Matriz - Recife
2915,23/11/2024,Amendoim Torrado,Alimentos,1,"143,07",,Matriz - Recife
2698,04-11-2024,Mochila Escolar,Papelaria,1,"197,90",Dinheiro,Matriz - Recife
4156,2025-03-31,Biscoito Recheado,Alimentos,4,"53,89",Dinheiro,Matriz - Recife
198,03/02/2024,Escova de Limpeza,CASA E UTILIDADES,5,"209,57",Cartão de Crédito,Matriz - Recife
5306,2025-07-11,Organizador de Gaveta,Casa e Utilidades,2,"33,48",Cartão de Débito,Matriz - Recife
3049,2024-12-03,Estojo Simples,PAPELARIA,2,"186,53",Pix,Matriz - Recife
3824,2025-02-25,Café Torrado 500g,Alimentos,3,"13,92",Pix,Matriz - Recife
6069,30-09-2025,Vela Aromática,CASA E UTILIDADES,2,"29,51",Cartão de Crédito,Matriz - Recife
5259,2025-07-04,Kit Panelas Antiaderente,Casa e Utilidades,1,"252,35",Dinheiro,Matriz - Recife
2309,2024-09-24,Kit Panelas Antiaderente,Casa e Utilidades,2,"247,95",Cartão de Crédito,Matriz - Recife
417,10-03-2024,Jaqueta Corta-Vento,Vestuário,-2,"59,69",Pix,Matriz - Recife
4674,19/05/2025,Porta Sabonete,Casa e Utilidades,3,"150,00",Cartão de Débito,Matriz - Recife
5676,17/08/2025,café torrado 500g,Alimentos,2,"13,28",Pix,Matriz - Recife
5241,2025-07-01,Jogo de Toalhas,Casa e Utilidades,1,"96,60",Dinheiro,Matriz - Recife
2545,2024-10-18,Boné Aba Reta,VESTUÁRIO,2,"113,29",pix,matriz-recife
4248,10-04-2025,Kit Panelas Antiaderente,Casa e Utilidades,3,"240,67",PIX,Matriz - Recife
2712,2024-11-05,Mouse Sem Fio,Eletrônicos,1,"172,52",Cartão de Crédito,Matriz - Recife
3918,2025-03-07,Caixa de Som Portátil,Eletrônicos,2,"73,20",Dinheiro,Matriz - Recife
4015,2025-03-17,Cola Bastão,Papelaria,5,"42,55",Pix,Matriz - Recife
3534,18-01-2025,Meia Esportiva,Vestuário,1,"14,79",Cartão de Crédito,Matriz - Recife
3801,2025-02-22,Marcador de Texto,Papelaria,2,"83,55",pix,Matriz - Recife
1776,2024-07-22,Estojo Simples,PAPELARIA,1,"165,94",Dinheiro,Matriz - Recife
5327,13-07-2025,Biscoito Recheado,ALIMENTOS,1,"52,04",pix,Matriz - Recife
7151,2025-12-23,Água de Coco 500ml,Alimentos,1,"62,51",Dinheiro,Matriz - Recife
3714,2025-02-09,Biscoito Recheado,Alimentos,3,"56,01",Pix,Matriz - Recife
6415,2025-11-03,Mouse Sem Fio,Eletrônicos,1,"172,51",PIX,Matriz - Recife
6551,11-11-2025,Fone de Ouvido Bluetooth,Eletrônicos,2,"152,76",Cartão de Débito,Matriz - Recife
6276,21-10-2025,Bermuda Jeans,Vestuário,2,"29,40",Dinheiro,Matriz - Recife
1422,2024-06-19,Caixa de Som Portátil,Eletrônicos,4,"69,42",Pix,Matriz - Recife
4326,18/04/2025,Escova de Limpeza,Casa e Utilidades,4,"226,04",Cartão de Débito,Matriz - Recife
3850,2025-03-01,estojo simples,Papelaria,3,"170,38",PIX,Matriz - Recife
257,13/02/2024,Caneta Esferográfica,PAPELARIA,1,"10,10",Pix,Matriz - Recife
1267,2024-06-05,Caderno Universitário,Papelaria,1,"217,42",Cartão de Crédito,Matriz - Recife
6381,2025-11-01,café torrado 500g,Alimentos,2,"15,02",Cartão de Crédito,matriz-recife
2747,08/11/2024,Vela Aromática,CASA E UTILIDADES,1,"30,76",PIX,Matriz - Recife
6904,2025-12-05,Amendoim Torrado,Alimentos,3,"142,15",Pix,Matriz - Recife
1459,21/06/2024,Jaqueta Corta-Vento,Vestuário,1,"63,05",Pix,Matriz - Recife
5548,03/08/2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"231,27",pix,matriz-recife
2286,2024-09-22,Bermuda Jeans,Vestuário,1,"27,05",PIX,Matriz - Recife
1666,2024-07-09,Meia Esportiva,Vestuário,4,"15,81",Cartão de Crédito,Matriz - Recife
5727,22/08/2025,Mouse Sem Fio,Eletrônicos,1,"183,06",pix,Matriz - Recife
3393,2024-12-29,Porta Sabonete,,2,"152,56",PIX,Matriz - Recife
4115,27/03/2025,Boné Aba Reta,Vestuário,4,"103,14",PIX,Matriz - Recife
2709,05/11/2024,Carregador USB-C,Eletrônicos,1,"14,26",Cartão de Crédito,Matriz - Recife
4176,02-04-2025,Biscoito Recheado,Alimentos,4,"56,44",Pix,Matriz - Recife
4174,2025-04-01,Caixa de Som Portátil,Eletrônicos,1,"79,73",Cartão de Débito,Matriz - Recife
3553,21/01/2025,Caderno Universitário,Papelaria,5,"193,44",Cartão de Crédito,Matriz - Recife
5687,18-08-2025,Amendoim Torrado,Alimentos,2,"145,40",Cartão de Débito,Matriz - Recife
5951,14-09-2025,Caixa de Som Portátil,ELETRÔNICOS,4,"75,05",Pix,Matriz - Recife
4319,2025-04-17,Cola Bastão,Papelaria,1,"47,76",,Matriz - Recife
6933,2025-12-06,Cabo HDMI,Eletrônicos,3,"66,24",Cartão de Crédito,Matriz - Recife
5317,12/07/2025,Vela Aromática,Casa e Utilidades,2,"29,54",Pix,Matriz - Recife
6643,2025-11-18,Jaqueta Corta-Vento,VESTUÁRIO,4,"65,62",,Matriz - Recife
2484,11/10/2024,Barra de Cereal,Alimentos,1,"145,80",Pix,Matriz - Recife
4341,20-04-2025,Mochila Escolar,Papelaria,1,"193,99",PIX,Matriz - Recife
4082,24/03/2025,Caixa de Som Portátil,Eletrônicos,1,"71,65",pix,Matriz - Recife
6280,2025-10-22,Boné Aba Reta,Vestuário,4,"102,62",Dinheiro,Matriz - Recife
3186,14-12-2024,Jogo de Toalhas,Casa e Utilidades,3,"86,66",PIX,Matriz - Recife
3647,2025-01-31,Jogo de Toalhas,Casa e Utilidades,1,"83,75",pix,Matriz - Recife
4410,2025-04-29,chinelo de dedo,Vestuário,2,"121,44",Pix,Matriz - Recife
1556,29-06-2024,Bermuda Jeans,,1,"28,17",PIX,Matriz - Recife
2689,03/11/2024,Porta Sabonete,Casa e Utilidades,5,"153,10",Dinheiro,matriz-recife
4041,20/03/2025,Amendoim Torrado,Alimentos,1,"142,54",Cartão de Débito,Matriz - Recife
4909,2025-06-04,Porta Sabonete,Casa e Utilidades,-4,"163,60",Pix,Matriz - Recife
6806,28-11-2025,Carregador USB-C,Eletrônicos,1,"13,65",PIX,Matriz - Recife
244,12-02-2024,power bank 10000mah,Eletrônicos,2,"174,77",Pix,Matriz - Recife
566,26-03-2024,Estojo Simples,,2,"178,15",Dinheiro,Matriz - Recife
3071,2024-12-04,Marcador de Texto,Papelaria,1,"95,00",Pix,Matriz - Recife
1738,17/07/2024,Caixa de Som Portátil,Eletrônicos,1,"79,09",PIX,Matriz - Recife
6955,2025-12-08,Escova de Limpeza,Casa e Utilidades,2,"204,14",Cartão de Crédito,Matriz - Recife
4366,23/04/2025,Mochila Escolar,Papelaria,2,"206,90",Pix,Matriz - Recife
1215,01/06/2024,Suco de Caju 1L,Alimentos,1,"170,58",Cartão de Crédito,Matriz - Recife
1508,25-06-2024,Mochila Escolar,Papelaria,1,"198,70",Dinheiro,Matriz - Recife
6940,2025-12-07,Porta Sabonete,Casa e Utilidades,2,"145,65",Pix,Matriz - Recife
6572,12/11/2025,Escova de Limpeza,Casa e Utilidades,1,"224,92",pix,Matriz - Recife
5908,2025-09-10,Camiseta Básica,Vestuário,2,"227,93",Dinheiro,Matriz - Recife
4722,24-05-2025,Caderno Universitário,Papelaria,1,"219,70",Cartão de Débito,Matriz - Recife
5459,25/07/2025,Organizador de Gaveta,,2,"32,70",,Matriz - Recife
1655,08/07/2024,mouse sem fio,Eletrônicos,4,"179,55",Pix,Matriz - Recife
1482,2024-06-23,Jaqueta Corta-Vento,Vestuário,1,"59,80",Pix,Matriz - Recife
6921,05-12-2025,Mouse Sem Fio,ELETRÔNICOS,2,"181,79",Dinheiro,Matriz - Recife
4545,2025-05-08,Bermuda Jeans,Vestuário,2,"29,60",Cartão de Crédito,Matriz - Recife
6486,2025-11-07,Estojo Simples,Papelaria,4,"189,00",pix,Matriz - Recife
275,2024-02-16,Carregador USB-C,Eletrônicos,1,"13,58",PIX,Matriz - Recife
6239,17/10/2025,Organizador de Gaveta,Casa e Utilidades,-2,"33,18",pix,Matriz - Recife
1430,20/06/2024,Chinelo de Dedo,Vestuário,1,"122,40",PIX,Matriz - Recife
5248,02/07/2025,Mouse Sem Fio,Eletrônicos,4,"181,71",Dinheiro,Matriz - Recife
